File_Name	Modern_English	Reformed_Word	Conjugations	Part_of_Speech
paper	paper	pâpre,	pâpirs	masculine noun
panic	panic	panic		masculine noun
panic	panic	paniche	panic(s -d -ing	verb
panic	panic	panic		masculine noun
pale	pale	pâll	-ar -est	adjective
pale	pale	pâlle	-s -d -ing	verb
pale	pale	pâle,	pâls	masculine noun
progress	progress	progress	-es	masculine noun
progress	progress	progresse	-s -d -ing	verb
progress	progression	progression	-s	feminine noun
progress	progressive	progressif	-vly	adjective
progress	progressivism	progrèssivism		feminine noun
patriot	patriot	pâtriot	-s	masculine noun
patriot	patriotic	pâtriotic	-ly	adjective
patriot	patriotism	pâtriotism		masculine noun
parabola	parable	pârable,	pârabols	masculine noun
parabola	parabola	paràbola	-s	feminine noun
parabola	parabolic	parabolic	-ly	adjective
parabola	parabole	paràbolie,	paràbolis	feminine noun
promote	promotion	promocion	-s	feminine noun
promote	promotional	promocional		adjective
pillow	pillow	pillo	-s	masculine noun
pillow	pillow	pilloe	-s -d -ouing	verb
premotion	premotion	primocion	-s	feminine noun
piss	piss	pisse	-s -d -ing	verb
piss	piss	piss		masculine noun
piss	pee	pihe	-s -d -ing	verb
plum	plum	plome,	ploms	masculine noun
private	private	prîvat	-s -ly	adjective, masculine noun
private	privacy	prîvacie	-is	masculine noun
private	privateer	prîvatire,	prîvatiers	feminine noun
private	privateer	prîvatier	prîvatire(s prîvatired prîvatiering	verb
private	privatize	prîvatyse	-s -d -ing	verb
private	privatization	privatisâcion	-s	feminine noun
private	privation	privâcion	-s	feminine noun
private	privative	prîvatif	-vly -ness	adjective
parlay	parlay	parleie,	parléis	feminine noun
parlay	parlay	parleie	-s -d parleying	verb
present	present	prèsent	-s -ly	adjective, masculine noun
present	present	presente	-s -d -ing	verb
present	presence	prèsence		masculine noun
present	presentation	presentâcion	-s	feminine noun
pig	pig	pighe,	pigs	masculine noun
pig	pig	pighe	-s -d -ing	verb
pig	piglet	piglet	-s	masculine noun
pageant	pageant	pagent	-s	masculine noun
pageant	pageantry	pagentrie	-is	masculine noun
patriarch	patriarch	pâtriarc,	pâtriarx	masculine noun
patriarch	patriarchal	pâtriarcal		adjective
patriarch	patriarchy	pâtriarchie,	pâtriarchis	masculine noun
purview	purview	porvue,	porvuis	masculine noun
pistol	pistol	pistole,	pistols	masculine noun
planet	planet	planete,	planets	masculine noun
pope	pope	pope,	poaps	masculine noun
premier	premier	premier		adjective
premier	premier	premiere,	premiers	feminine noun
premier	premier	premiere	-s -d -ing	verb
prize	prize	prîse	-s -d -ing	verb
prize	prize	prîse	-s	masculine noun
peel	peel	piale	-s -d -ing	verb
peel	peel	piale,	pials	masculine noun
pomace	pomace	pomace	-s	masculine noun
pomace	pomaceous	pomâceus	-ness	adjective
prone	prone	prone		adjective
prosecute	prosecute	prossecute	-s -d -ing	verb
prosecute	prosecution	prossecúcion	-s	feminine noun
prosecute	prosecutor	prossecutor	-s	masculine noun
prosecute	prosecutorial	prossecutórial		adjective
pour	pour	poure	-s -d -ing	verb
pour	pour	poure,	pours	masculine noun
produce	produce	próduce		masculine noun
produce	produce	produce	-s -d -ing	verb
produce	product	product,	producs	masculine noun
produce	production	produccion	-s	feminine noun
produce	productive	productif		adjective
produce	productivity	productivatie	-is	feminine noun
parcel	parcel	parçle,	parcels	masculine noun
parcel	parcel	parçle	-s -d -ing	verb
partition	partition	particion	-s	feminine noun
partition	partition	particione	-s -d -ing	verb
party	party	partie,	partis	masculine noun
party	party	partie	-s -d partying	verb
posit	posit	posit	-s -ed -ing	verb
posit	position	posicion	-s	feminine noun
posit	position	posicione	-s -d -ing	verb
posit	positional	posicional	-ly	adjective
patristic	patristic	patrïstic,	patrïstical	adjective
patron	patron	pâtron	-s	adjective, masculine noun
patron	patronal	patrónal		adjective
patron	patronage	pâtronage	-s	masculine noun
patron	patronize	patronyse	-s -d -ing	verb
patron	patronization	patronisâcion	-s	feminine noun
pardon	pardon	pardon	-s	masculine noun
pardon	pardon	párdone	-s -d -ing	verb
pay	pay	paie	-s -d paying	verb
pay	pay	paie,	pays	masculine noun
pay	payout	payaut	-s	masculine noun
plane	plane	plâne,	plâns	masculine noun
plane	plane	plâne	-s -d -ing	verb
publish	public	public	-ly	adjective, masculine noun
publish	publican	publican	-s	masculine noun
publish	publicize	publicyse	-s -d -ing	verb
publish	publicization	publicisâcion	-s	feminine noun
publish	publicist	publicist	-s	masculine noun
publish	publish	publișe	-s -d -ing	verb
publish	publishable	publișable		adjective
publish	publication	publicâcion	-s	feminine noun
publish	publicity	publiçatie	-is	feminine noun
prime	prime	prîm(e,	prîms	adjective, masculine noun
page	page	pâge	-s	masculine noun
phase	phase	fâse	-s -d -ing	verb
phase	phase	fâse	-s	masculine noun
phase	phasic	fâsic		adjective
phase	phasicity	fasiçatie	-is	feminine noun
poll	poll	pole,	póls	masculine noun
poll	poll	pole	-s -d -ing	verb
pinch	pinch	pinc̃e	-s -d -ing	verb
pinch	pinch	pinc̃e	-s	masculine noun
praise	praise	preise	-s -d -ing	verb
praise	praise	preise	-s	masculine noun
posh	posh	poș		adjective
provide	provide	provîde	-s -d -ing	verb
provide	providence	providence		masculine noun
provide	provident	provident		adjective
provide	providential	providencial		adjective
provide	provision	provision	-s	feminine noun
provide	provisional	provisional		adjective
provoke	provoke	provoque	provoac(s provoqued provoquing	verb
provoke	provocateur	provocator	-s	feminine noun
provoke	provocation	provocâcion	-s	feminine noun
provoke	provocative	provocatif	-vly -ness	adjective
pick	pick	piche	pic(s -d -ing	verb
pick	pick	pic,	pix	masculine noun
phrase	phrase	frâse	-s	masculine noun
phrase	phrase	frâse	-s -d -ing	verb
palm	palm	palme,	palms	masculine noun, adjective
palm	palm	palme	-s -d -ing	verb
possess	possess	posesse	-s -d -ing	verb
possess	possession	posession	-s	feminine noun
possess	possessive	posessif		adjective
permit	permit	permitte	-s -d -ing	verb
permit	permit	pêmit	-s	masculine noun
permit	permission	permission	-s	feminine noun
permit	permissive	permissif	-vly	adjective
permit	permissible	permissible		adjective
picture	picture	picțure,	picțurs	masculine noun
picture	pic	pic,	pics	masculine noun
picture	picture	picțure	-s -d -ing	verb
picture	picturable	picțurable		adjective
picture	picturability	picțurabilatie	-is	feminine noun
picture	pictural	picțural		adjective
picture	picturesque	picțuresque		adjective
plow	plow	plôe,	plôus	masculine noun
plow	plow	plôe	-s -d plôuing	verb
plow	plowshare	plôusear	-s	masculine noun
purple	purple	purple		adjective
purple	purple	purple,	purpels	masculine noun
purple	purple	purple	-s -d -ing	verb
pair	pair	paire,	pairs	masculine noun
pair	pair	paire	-s -d -ing	verb
pair	par	parre,	pars	masculine noun
pair	par	parre	par(s -d -ing	verb
pair	per	per		preposition
pair	parity	pairetie	-is	masculine noun
pewter	pewter	pútre		masculine noun
parent	parent	pârent	-s	masculine noun
parent	parent	pârente	-s -d -ing	verb
parent	parentage	pârentage	-s	masculine noun
parent	parental	parental		adjective
parent	parentcraft	pârentcraft		masculine noun
pudge	pudge	poge	-s	masculine noun
pudge	pudge	poge	-s -d -ing	verb
pudge	pudgy	pogy		adjective
purpose	purpose	pourpace	-s	masculine noun
purpose	purpose	pourpace	-s -d -ing	verb
perfect	perfecta	perfecta	-s	adjective, feminine noun
perfect	perfect	perfect	-ly	adjective
perfect	perfect	perfecte	-s -d -ing	verb
perfect	perfectible	perfèctable	-y	adjective
perfect	perfection	perfeccion	-s	feminine noun
perfect	perfective	perfectif	-vly	adjective
pledge	pledge	plege	-s	masculine noun
pledge	pledge	plege	-s -d -ing	verb
pull	pull	pûle	-s -d -ing	verb
prostitute	prostitute	prostitute	-s -d -ing	verb
prostitute	prostitute	prostitute,	prostituts	masculine noun
prostitute	prostitution	prostitúcion	-s	feminine noun
patroclinous	patroclinous	patroclînus		adjective
pitcher	pitcher	pic̃re,	pic̃ars	masculine noun
pose	pose	pose	-s -d -ing	verb
pose	oppose	pose	-s -d -ing	verb
plate	plate	plâte,	plâts	masculine noun
plate	plate	plâte	-s -d -ing	verb
Pennsylvania	Pennsylvania	Pennsilvânia		feminine noun
Pennsylvania	Pennsylvanian	pennsilvânian	-s	adjective, feminine noun
prosper	prosper	prosper	prospre(s prospred prospering	verb
prosper	prosperity	prospèretie	-is	feminine noun
prosper	prosperous	prosperus		adjective
parterre	parterre	parterre,	partèrs	feminine noun
peace	peace	pice		masculine noun
peace	peaceable	píçable	-y	adjective
peace	peaceful	piceful	-ly	adjective
peace	peace-keeping	pice-chieping		adjective, masculine noun
peace	peacemaker	pice-mâcor	-s	masculine noun
peace	peacenik	picenic	-x	masculine noun
peace	peacetime	picetîme		masculine noun
pure	pure	pure,	more pure, purest -ly -ness	adjective
pure	purity	puretie,	puretis	masculine noun
pure	purify	púrifae	-s -d -fyhing	verb
pure	purification	purificâcion	-s	feminine noun
pure	impurity	impuretie,	impuretis	feminine noun
perceive	perceive	percive	-s -d -ing	verb
perceive	perceivable	percívable	-y	adjective
perceive	perception	perception	-s	feminine noun
pain	pain	peine,	pains	masculine noun
pain	pain	peine	-s -d -ing	verb
pain	painful	peinful	-ly	adjective
prefer	prefer	prefêr	prefê(s prefêd prefêring	verb
prefer	preferable	prefêrable	-y	adjective
prefer	preference	prefrence	-s	masculine noun
prefer	preferment	prefêment	-s	feminine noun
prefer	preferential	preferencial	-ly	adjective
pussy	pussy	pûssie	-is	masculine noun
presume	presume	presoume	-s -d -ing	verb
presume	presumable	presoumable		adjective
presume	presumably	presoumably		adverb
presume	presumtuous	presompțueus		adjective
presume	presumption	presomption	-s	feminine noun
presume	presumptive	presomptif		adjective
potato	potato	potâto	-s	feminine noun
proceed	proceed	procide	-s -d -ing	verb
proceed	procedure	procíd̦ure	-s	feminine noun
proceed	procedural	procíd̦ural		adjective
proceed	procedurally	procíd̦rally		adverb
proceed	proceeding	prociding	-s	feminine noun
proceed	proceeds	procieds		masculine noun
proceed	process	process	-es	masculine noun
proceed	process	processe	-s -d -ing	verb
proceed	process	procèsse	-s -d -ing	verb
proceed	procession	procession	-s	feminine noun
prepuce	prepuce	prípuce	-s	masculine noun
place	place	plâce	-s	masculine noun
place	place	plâce	-s -d -ing	verb
place	plaice	plaisse		masculine noun
place	placeable	plâçable		adjective
place	placement	plâcement	-s	masculine noun
place	palace	palace	-s	masculine noun
place	palatial	palâcial		adjective
place	paladin	paladin	-s	masculine noun
power	power	pôuir	pôure(s pôured pôuiring	verb
power	power	pôure,	pôuirs	masculine noun
pit	pit	pyt	pyt(s pyt pytting	verb
pit	pit	pytte,	pyts	masculine noun
pit	pit	pitte,	pits	masculine noun
pit	pit	pit	pit(s pitted pitting	verb
premise	premise	prèmiss	-es	masculine noun
premise	premise	prèmisse	-s -d -ing	verb
patrimony	patrimony	patrimonie,	patrimonis	masculine noun
patrimony	patrimonial	patrimónial		adjective
plait	plait	pleite,	pleits	masculine noun
plait	plait	pleite	-s -d -ing	verb
preserve	preserve	presêve	-s -d -ing	verb
preserve	preservation	preservâcion	-s	feminine noun
preserve	preservative	presêvatif	-s	adjective, feminine noun
proove	prove	prouve	-s -d -n -ing	verb
proove	proof	proufe,	proufs	masculine noun
proove	proof	proufe	-s -d -ing	verb
proove	provable	prouvable	-y	adjective
proove	provability	prouvabilatie	-is	feminine noun
panacea	panacea	panacía	-s	feminine noun
panacea	panacean	panacían		adjective
push	push	pusce	-s -d -ing	verb
push	push	pusce	-s	masculine noun
pickle	pickle	pichle,	pichels	masculine noun
pickle	pickle	pichle	-s -d -ing	verb
pole	pole	pole,	poals	masculine noun
pole	pole	pole,	póls	masculine noun
pole	polar	pólar		adjective
pole	polarity	polaretie	-is	feminine noun
pole	polarize	pólaryse	-s -d -ing	verb
pole	polarization	polarisâcion	-s	feminine noun
phoenix	phoenix	fínix	-es	masculine noun
pawn	pawn	paone,	paons	masculine noun
pawn	pawn	paone	-s -d -ing	verb
poison	poison	poison	-s	masculine noun
poison	poison	poisone	-s -d -ing	verb
poison	poisonous	poisonus		adjective
plus	plus	plus		preposition
plague	plague	plâgue,	plâgs	masculine noun
plague	plague	plâgue	plâg(s -d -ing	verb
parboil	parboil	párboile	-s -d -ing	verb
prejudge	prejudge	priejoge	-s -d -ing	verb
prevail	prevail	prevâle	-s -d -ing	verb
prevail	prevalence	prèvalence		masculine noun
prevail	prevalent	prèvalent		adjective
poop	poop	poupe,	poups	masculine noun
poop	poop	poupe	-s -d -ing	verb
portion	portion	porcion	-s	masculine noun
portion	portion	porcione	-s -d -ing	verb
project	project	project,	projecs	masculine noun
project	projection	projeccion	-s	masculine noun
project	projectile	projèctil	-s	adjective, feminine noun
positive	positive	positif	-s -vly -ness	adjective, masculine noun
positive	positivity	positivatie	-is	feminine noun
positive	positivism	positivism		masculine noun
pinnace	pinnace	pinace	-s	masculine noun
per	per	per		preposition
pass	pass	passe	-s -d -ing	verb
pass	pass	pass	-es	masculine noun
pass	passage	passage	-s	masculine noun
plain	plain	plaine,	plains	masculine noun
plain	plain	plân	-ar -est	adjective
persecute	persecute	persecute	-s -d -ing	verb
persecute	persecution	persecúcion	-s	feminine noun
persecute	persecutor	persecutor	-s	masculine noun
persecute	persecutory	persecutory		adjective
pie	pie	pîhe,	pîhs	masculine noun
partial	partial	parcial	-ly	adjective
partial	partiality	parçialetie,	parçialetis	feminine noun
pizza	pizza	pizza	-s	masculine noun
pizza	pizzeria	pizzería	-s	feminine noun
pumpkin	pumpkin	pompchin,	poncon -s	masculine noun
photograph	photo	fótograph,	foto -s	masculine noun
photograph	photograph	fótographe	-s -d -ing	verb
photograph	photographer	fotographor	-s	feminine noun
photograph	photography	fotographie	-is	feminine noun
photograph	photographic	fotographic		adjective
puck	puck	puc,	pux	masculine noun
puck	puck	puche	puc(s -d -ing	verb
putt	putt	putte	put(s -d -ing	verb
putt	putt	putte,	puts	masculine noun
proclaim	proclaim	proclâme	-s -d -ing	verb
proclaim	proclamation	proclamâcion	-s	feminine noun
proclaim	proclamatory	proclàmatory		adjective
parody	parody	pârodie,	pârodis	masculine noun
parody	parody	pârodie	-s -d pârodying	verb
pacific	pacificism	pacïficism		feminine noun
pacific	pacific	pacïfic		adjective
price	price	prîce	-s	masculine noun
price	price	prîce	-s -d -ing	verb
perform	perform	performe	-s -d -ing	verb
perform	performance	perfórmance	-s	feminine noun
perform	performative	perfórmatif	-vly	adjective
perform	performer	performeur	-s	feminine noun
pharmacy	pharmacy	pharmacie,	pharmacis	masculine noun
pharmacy	pharmacist	pharmacist	-s	masculine noun
pharmacy	pharmaceutical	pharmaçútical		adjective
pharmacy	pharmaceutics	pharmaçútics		feminine noun
pronounce	prnounce	pronônce	-s -d -ing	verb
pronounce	pronouncement	pronôncement	-s	feminine noun
pronounce	pronunciation	prononciâcion	-s	feminine noun
pronounce	pronounceable	pronônçable	-abils	adjective, feminine noun
pare	pare	pâre	-s -d -ing	verb
pare	pare	pâre,	pârs	masculine noun
pacify	pacify	pacifae	-s -d pacifyhing	verb
pacify	pacifier	pacifîor	-s	masculine noun
pacify	pacification	pacificâcion	-s	feminine noun
pacify	pacifist	pacifist	-s	masculine noun
pacify	pacifism	pacifism		masculine noun
post	post	póste,	pósts	masculine noun
post	post	póste	-s -d -ing	verb
precise	precisive	precîssif	-vly	adjective
peer	peer	piar	-s	masculine noun
peer	compeer	compíar	-s	feminine noun
peer	peer	pier	pire(s pired piring	verb
paint	paint	peinte	-s -d -ing	verb
paint	paint	peinte,	peints	masculine noun
put	put	pûte	-s pût -ing	verb
put	put	pûte,	pûts	masculine noun
privy	privity	privatie	-is	masculine noun
privy	privy	privy		adjective
privy	privy	privie,	privis	masculine noun
parakeet	parakeet	perochiet	-s	masculine noun
principle	principle	principle,	principuls	masculine noun
peasant	peasant	paisant	-s	masculine noun
peasant	peasantry	paisantrie,	paisantris	masculine noun
pillage	pillage	pillage	-s	masculine noun
pillage	pillage	pillage	-s -d -ing	verb
piece	piece	piece	-s	masculine noun
piece	piece	piece	-s -d -ing	verb
previous	previous	prívieus	-ly	adjective
prior	prior	prîor	-s -ly	adjective, masculine noun
prior	priority	prîoretie	-is	feminine noun
prior	prioritize	prîoretyse	-s -d -ing	verb
prior	prioritization	prioretisâcion	-s	feminine noun
practice	practice	pràctice	-s -d -ing	verb
practice	practice	pràctice	-s	masculine noun
practice	practical	practical		adjective
practice	practitioner	practician,	practicianor -s	feminine noun
pertain	pertain	perteine	-s -d -ing	verb
pertain	pertinent	pêrtinent	-ly	adjective
pertain	pertinence	pêrtinence	-s	masculine noun
pertain	pertinency	pêrtinencie	-is	masculine noun
pore	pore	póre,	pórs	masculine noun
pore	porous	pórus	-ly -ness	adjective
pore	pore	pore	-s -d -ing	verb
prophet	prophet	prophet	-s	masculine noun
prophet	prophecy	prophecie	-is	masculine noun
prophet	prophesy	prophiçae	-s -d prophicyhing	verb
prophet	prophesize	prophicyse	-s -d -ing	verb
prophet	prophetic	prophetic	-ly	adjective
phone	phone	phone,	phons	masculine noun
phone	phone	phone	-s -d -ing	verb
preposition	preposition	preposicion	-s	feminine noun
preposition	preposition	preposicional	-ly	adjective
patch	patch	pac̃e	-s	masculine noun
patch	patch	pac̃e	-s -d -ing	verb
plead	plead	plide	-s -d -ing	verb
precipitate	precipitate	precïpitait	-s -ed -ing	verb
precipitate	precipitate	precïpitat	-s	feminine noun
precipitate	precipitation	precipitâcion	-s	feminine noun
precipitate	precipitant	precïpitant	-s -ly	adjective, feminine noun
precipitate	precipitancy	precïpitancie	-is	feminine noun
possible	possible	possible		adjective, masculine noun
possible	possibly	possibly		adverb
possible	possibility	possibilatie	-is	feminine noun
past	past	past		preposition
patient	patient	pâcient	-s	adjective, masculine noun
patient	patience	pâcience		masculine noun
pitch	pitch	pic̃e	-s -d -ing	verb
poor	poor	paur(e	-ar -est	adjective, masculine noun
poor	poorness	paureness		masculine noun
poor	impoverish	empávrișe	-s -d -ing	verb
poor	poverty	pávertie	-is	masculine noun
peek	peek	pieche	piec(s -d -ing	verb
peek	peek	piec,	piex	masculine noun
puke	puke	puque,	púc(s -d -ing	verb
puke	puke	puque		masculine noun
poke	poke	poque	poac(s -d -ing	verb
poke	pocket	pocat	-s	masculine noun
poke	pocket	pocate	-s -d -ing	verb
poke	pouch	poac̃e	-es	masculine noun
poke	poach	poc̃e	-s -d -ing	verb
pier	pier	piere,	piers	masculine noun
porpoise	porpoise	porpace	-s	masculine noun
penguin	penguin	pengoin	-s	masculine noun
peak	peak	pique,	pícs	masculine noun
peak	peak	pique	píc(s -d -ing	verb
pear	pear	peare,	pears	masculine noun
parmesan	parmesan	parmeșan,	parmegian	adjective, masculine noun
populate	populace	populace	-s	masculine noun
populate	populate	populait	-s -ed -ing	verb
populate	population	populâcion	-s	feminine noun
populate	popular	popular		adjective
populate	popularity	popularetie	-is	feminine noun
populate	popularize	popularyse	-s -d -ing	verb
populate	popularization	popularisâcion	-s	feminine noun
populate	populism	populism		masculine noun
populate	populist	populist	-s	masculine noun
populate	populous	populus	-ly	adjective
phyllo	filo	fylo		adjective, masculine noun
paradigm	paradigm	pâradigm	-s	masculine noun
paradigm	paradigmatic	paradigmatic	-ly	adjective
porn	pornography	pornographie	-is	feminine noun
porn	porn	porne,	porno	masculine noun, adjective
preside	preside	presîde	-s -d -ing	verb
preside	president	prèsident	-s	masculine noun
preside	presidence	prèsidence	-s	masculine noun
preside	presidency	prèsidencie	-is	masculine noun
preside	presidential	presidencial		adjective
preside	presidio	presídio	-s	feminine noun
pry	pry	prîe	-s -d pryhing	verb
pry	pry	prîe,	prîs	masculine noun
pry	prier	prîeur	-s	masculine noun
prince	prince	prince	-s	masculine noun
prince	princess	princess	-es	masculine noun
play	play	plaie,	plays	masculine noun
play	cosplay	cosplaie,	cosplays	masculine noun
play	playful	playful	-ly	adjective
play	playtime	playtîme,	playtîms	masculine noun
play	playable	playable		adjective
play	playmate	playmâte,	playmâts	masculine noun
play	playfield	playfielde,	playfields	masculine noun
prejudice	prejudice	prèjodice	-s	masculine noun
prejudice	prejudice	prèjodice	-s -d -ing	verb
prejudice	prejudicial	prejodicial		adjective
priest	priest	prieste,	priests	masculine noun
pummel	pummel	pomle	-s -d pomeling	verb
pummel	pommel	pomle,	pomels	masculine noun
pirate	pirate	pîrat	-s	masculine noun
pirate	pirate	pîrate	-s -d -ing	verb
pirate	piracy	pîracie,	pîracis	masculine noun
passion	passion	passion	-s	masculine noun
passion	passionate	passionat		adjective
plan	plan	plane,	plans	masculine noun
plan	plan	plane	-s -d -ing	verb
patriate	patriate	pâtriait	-s -d -ing	verb
pike	pike	pîc,	pîx	masculine noun
press	press	press	-es	masculine noun
press	press	presse	-s -d -ing	verb
press	pressure	presșure,	presșurs	masculine noun
press	pressure	presșure	-s -d -ing	verb
press	pressurize	presșuryse	-s -d -ing	verb
press	pressurization	presșurisâcion	-s	feminine noun
parish	parish	pâriçe	-s	masculine noun
parish	parochial	paróchial	-ly	adjective
parish	parishioner	pariçenor,	parician -s	feminine noun
pierce	pierce	pierce	-s -d -ing	verb
predator	predator	predatre,	predators	masculine noun
predator	predatory	predatory		adjective
predator	predation	predâcion	-s	feminine noun
predator	predate	predâte	-s -d -ing	verb
promise	promisse	prómess	-es	masculine noun
promise	promise	prómesse	-s -d -iꬻ	verb
promise	promissory	prómessory		adjective
piranha	piranha	pirána	-s	feminine noun
purse	purse	pourse	-s	masculine noun
purse	purse	pourse	-s -d -ing	verb
pack	pack	pac	-s	masculine noun
pack	pack	pache	pac(s -d -ing	verb
pecan	pecan	pecáne,	pecáns	feminine noun
pray	pray	praie	-s -d praying	verb
pray	prayer	praire,	prairs	masculine noun
pray	prayer	prayeur	-s	masculine noun
parley	parley	párlie,	párlis	masculine noun
parley	parley	párlie	-s -d -ying	verb
parley	parlance	parlance	-s	masculine noun
parley	parliament	parlament	-s	masculine noun
parley	parlor	parlor	-s	adjective, masculine noun
prestige	prestigious	prestigeus	-ly	adjective
prestige	prestige	prestige		feminine noun
protest	protest	prótest	-s	masculine noun
protest	protest	próteste	-s -d -ing	verb
protest	protester	prótestor	-s	masculine noun
protest	protestant	protestant	-s	adjective, masculine noun
protest	protestantism	protestantism		masculine noun
pheasant	pheasant	faisant	-s	masculine noun
porch	porch	porc̃e	-s	masculine noun
prepare	prepare	prepâre	-s -d -ing	verb
prepare	preparation	preparâcion	-s	feminine noun
prepare	preparative	prepâratif	-vly	adjective
prepare	preparatory	prepratory		adjective
pea	pea	píe,	pís	masculine noun
punish	punisher	ponișor	-s	masculine noun
punish	punishment	ponișement	-s	masculine noun
punish	punishable	ponișable		adjective
please	please	pliese	-s -d -ing	verb
please	pleasure	plaișure,	plaișurs	masculine noun
please	pleasure	plaișure	-s -d -ing	verb
please	pleasurable	plaișurable	-y	adjective
please	pleasant	plaisant	-ly	adjective
please	pleasance	plaisance	-s	masculine noun
please	pleasantry	plaisantrie	-is	masculine noun
potion	potion	pocion	-s	masculine noun
purr	purr	purre	pur(s -d -ing	verb
purr	purr	purre,	purs	masculine noun
purge	purge	purge	-s -d -ing	verb
purge	purge	purge	-s	masculine noun
purge	expurgate	expurgait	-s -ed -ing	verb
purge	expurgation	expurgâcion	-s	feminine noun
purge	purgative	purgatif	-vly	adjective
purge	purgacioun	purgâcion	-s	feminine noun
purge	purgatory	purgatorie	-is	masculine noun
purge	purgery	purgerie	-is	masculine noun
pharaoh	Pharaoh	fâroa	-s	masculine noun
precede	precede	pricide	-s -d -ing	verb
precede	precedence	prècedence		masculine noun
precede	precedent	prècedent	-s	masculine noun, adjective
precede	precedency	prècedencie,	prècedencis	masculine noun
persuade	persuade	persuâde	-s -d -ing	verb
persuade	persuasion	persuâsion	-s	feminine noun
persuade	persuasive	persuâssif	-vly	adjective
persuade	persuadable	persuâdable		adjective
pail	pail	paile,	pails	masculine noun
pervert	pervert	pervert	-s	masculine noun
pervert	pervert	perverte	-s -d -ing	verb
pervert	perversion	pervêsion	-s	feminine noun
pervert	perverse	pervêss		adjective
pump	pump	pompe,	pomps	masculine noun
pump	pump	pompe	-s -d -ing	verb
permanent	permanent	pêmanent	-ly	adjective
permanent	permanence	pêmanence	-s	masculine noun
permanent	perm	pême,	pêms	masculine noun
permanent	perm	pême	-s -d -ing	verb
permanent	impermanent	impêmanent	-ly	adjective
permanent	permaculture	pêmaculțure	-s	masculine noun
privilege	privilege	privelage	-s	masculine noun
privilege	privilege	privelage	-s -d -ing	verb
plumb	plumb	plomme,	ploms	masculine noun
plumb	plumber	plommeur	-s	masculine noun
potent	potent	potent		adjective
potent	potence	potence		masculine noun
potent	potency	potencie	-is	masculine noun
potent	potential	potencial	-ly	adjective, feminine noun
potent	potentiality	potençialetie,	potençialetis	feminine noun
potent	potentate	potentait	-s	masculine noun
potent	potentiate	potençiait	-s -ed -ing	verb
potent	potentiation	potençiâcion	-s	feminine noun
potent	potentiator	potençiaitor	-s	feminine noun
particle	particle	particle,	particuls	masculine noun
particle	particular	particular	-s	adjective, feminine noun
particle	particularity	particularetie	-is	feminine noun
particle	particularize	particularyse	-s -d -ing	verb
philosophy	philosophy	filosophie	-is	feminine noun
philosophy	philosophic	filosophic	-ly	adjective
philosophy	philosophical	filosophical		adjective
philosophy	philosophize	filosophyse	-s -d -ing	verb
precious	precious	preceus	-ly -ness	adjective
prescribe	prescribe	prescrîbe	-s -d -ing	verb
prescribe	prescription	prescription	-s	feminine noun
prescribe	prescriptive	prescriptif		adjective
principal	principal	principal	-s	adjective, masculine noun
principal	principality	principaletie,	principaletis	feminine noun
phony	phony	foany		adjective
people	people	píple,	pípuls	masculine noun
people	people	píple	-s -d -ing	verb
perish	perish	perișe		verb
perish	perishable	perișable	-abils	adjective, masculine noun
peach	peach	poic̃e	-s	masculine noun
persevere	perseverance	persevírance	-s	feminine noun
pigeon	pigeon	pigion	-s	masculine noun
prerogative	prerogative	prerógatif	-s	feminine noun
preview	preview	prívue,	prívuis	masculine noun
pulse	pulse	pulse	-s	masculine noun
pulse	pulse	pulse	-s -d -ing	verb
pulse	pulse	polse		masculine noun
propose	propose	propose	-s -d -ing	verb
propose	proposal	propósal	-s	feminine noun
propose	proposition	proposicion	-s	feminine noun
propose	proposition	proposicione	-s -d -ing	verb
saw	saw	sahe,	saus	masculine noun
saw	saw	sahe	-s -d sahing	verb
sedate	sedate	sedâte	-s -d -ing	verb
sedate	sedate	sedâte		masculine noun, adjective
sedate	sedative	sedatif		masculine noun, adjective
sedate	sedation	sedâcion		feminine noun
shear	shear	siere	-s -d/seorn siering	verb
shear	shear	siere,	siers	masculine noun
squat	squat	squáte	-s -d -ing	verb
squat	squat	squáte,	squáts	masculine noun
stunt	stunt	stonte	-s -d -ing	verb
stunt	stunt	stonte,	stonts	masculine noun
surge	surge	surge	-s	masculine noun
surge	surge	surge	-s -d -ing	verb
surge	insurgent	ensurgent	-s	feminine noun
surge	resurge	resurge	-s -d -ing	verb
surge	resurgence	resurgence	-s	feminine noun
surge	resurgent	resurgent	-ly	adjective
surge	sorty	sortie,	sortis	masculine noun
surge	sortie	sortie	-s -d sortying	verb
surge	surgent	surgent	-ly	adjective
surge	upsurge	upsurge	-s	masculine noun
South-Dakota	South	Sôuþ	Dacóta	feminine noun
South-Dakota	South	sôuþ	dacótan -s	adjective, feminine noun
smock	smock	smoc,	smox	masculine noun
sky	sky	scoihe,	schîs	masculine noun
sky	sky	scoihe	-s -d -ing	verb
scoundrel	scoundrel	scôndrel	-s	masculine noun
sting	sting	stingue	sting(s stong -ing	verb
sting	sting	stingue,	stings	masculine noun
simmer	simmer	simere	-s -d simiring	verb
simmer	simmer	simere,	simirs	masculine noun
soke	soke	soac,	soax	masculine noun
soon	soon	soun	-ar -est	adverb
stratum	strata	stratom,	strata	masculine noun
survive	survive	sorvîve	-s -d -ing	verb
survive	survival	sorvîval	-s	feminine noun
survive	survivor	sorvîveur	-s	feminine noun
